text,label,all_labels
"som en person som ÄLSKAR sånt här vlll jag se mycket MEEEEER liknande, såå nice!! ps hade vairt så kul om du gjorde en secondhannd video med tillhörande haul, eller en haul på grejer till djuren! du är fantastisk.😍",pos,"pos,pos"
God morgon tweeters.. Om man e finklädd blir dan lite bättre.. Må bäst därute ida.. 💗 http://t.co/DivGJPcaFK,pos,"pos,pos"
Men guud vilket fint mobilskal!🤭🌼😊,pos,"pos,pos"
@namn Tack fina du! Tror Bengt har sovit hela kvällen. Unnar honom ❤️ @namn,pos,"pos,pos"
#teamjonna 😝🌹,pos,"pos,pos"
Det står Neumann på en väska och jag heter det i efternamn😟😳😔,neg,"N/A,neg,neg"
"På tal om många visningar på vissa klipp på ens tiktok, kan jag dela med mig av. Visade upp hur jag sänker min köksbänk som är anpassad pga min funktionsnedsättning. För mig är det helt normalt att sänka bänken men tydligen va det väldigt intressant 😅. Och samma ska vissa reels på instagram som fått stor räckvidd.",pos,"pos,pos"
Tack snälla för alla gratulationer till körkortet! Ni är så fina allihopa ☺️,pos,"pos,pos"
Supermys å vakna till er vlogg🥰,pos,"pos,pos"
Vakna Sverige problemet finns fortfarande. Vila i frid Fadime och alla andra modiga kvinnor som vågade att stå upp för sig själva. ❤️,neu,"neu,neu"
#teamjonna 😂,pos,"pos,pos"
Men guuuud 😭😭😭😭 har du sett hur hon beter sig på TikTok?,neg,"neg,neg"
"@namn ska kolla, vill du ha nån annan mail? 👀",neu,"neu,neu"
du är best i hela varlden🥰💋❤,pos,"pos,pos"
Hej bästa Tomu💛 Stackars du!😭 Vilken farfar du har!😶 Hoppas att du och Yumi får en bra dag och helg😄,pos,"pos,pos"
"""De 20 sämsta platserna att bli bajsnödig på.""
💩
Dagens måsteläsning är signerad @namn.
http://t.co/ZCKsQfhFTc",pos,"pos,pos"
Men du SKÄMTAR Therese!!! Sjukt fint filmat och magiska bilder 😍,pos,"pos,pos"
Tim  jockeboi 😛,neu,"neu,pos,N/A,neu"
"Det är 1 september, andra veckan på RML, elfte dagen som icke rökare och första dagen som vegetarian ✊✊✊",pos,"pos,pos"
#teamjonna såklart det blev snyggt❤️❤️,pos,"pos,pos"
@namn åh va bra❤️,pos,"pos,pos"
”SJUNG MIN NEKTERGAL” 😂😂😂 Skrattade så högt!,pos,"pos,pos"
"@namn dööööör
Ge mig hennes kropp😍",pos,"pos,pos"
"@namn Tack! Och detsamma, Charlotte ☀️",pos,"pos,pos"
Din serie är så grym. Längtar tills nästa avsnitt släpps❤❤,pos,"pos,pos"
Alltså WOW! Finner inga ord 🤩🤩,pos,"pos,pos"
Asså gud så klart team jonna!!♡♥,pos,"pos,pos"
Asså Jonnas naglar😐,neg,"neg,neg"
"Brukar alltid kolla dina videos så fort dem kommer, men det har varit så mycket på sistone att jag inte hunnit se dina 3 senaste. Nu har jag sett två av tre och satte precis på min sista för dagen. Önskar jag kunde ”ose” alla dina videos så jag fick se dem alla för första gången igen💓",pos,"pos,pos"
Väntar med spänning på en snap med @namn's nya hårfärg. 👌,neu,"pos,neu,neu"
Otroligt fina produkter fick jag 😊 #kaffemuggen #openmind 4st goda att dricka ur 👍😍… http://t.co/idwThJuepb,pos,"pos,pos"
@namn Tack som fan igen! 💰💯👊✌🔱,pos,"pos,pos"
"RT @namn: #FoooersConspiracy Bilden är ledtråden till vart uppträdandet är, RUNRUNRUN🏃 http://t.co/SKjK7aG928",neu,"neu,neu"
#teamJonna ❤,pos,"pos,pos"
"Inser återigen att jag är så olyckligt kär i Freddie Mercury att jag vill gå av på mitten. Det går inte ihop någonstans.

#Nutella4ever 💔",neg,"neg,neg"
@namn Gratulerar på bemärkelsedagen! 🌹,pos,"pos,pos"
"Du är den bästa på hela youtube ❤
Du är bäst ❤",pos,"pos,pos"
Hahahah😂😂😂,pos,"pos,pos"
Bästa Tomu ❤❤❤,pos,"pos,pos"
"Så himla bra video, jag älskar din kanal. Du är så rolig och charmig. PS, längtar redan till nästa video ❤",pos,"pos,pos"
Finaste Helen man blir så lugn med dig fint samarbete med smyckena 😍,pos,"pos,pos"
Har nytt duntäcke. DET PRASSLAR! 😡😡😡,neg,"neg,neg"
Förlåt men du är så vacker 😻,pos,"pos,pos"
"RT @namn: Fatta att ha Reinis som typ morbror eller något, han verkar så snäll och mysig haha ❤️",pos,"pos,pos"
@namn sov gott hjärtat 😘,pos,"pos,pos"
Jag och björnen 😍 http://t.co/ulbzqhPyis,pos,"pos,pos"
Mysiga ni är 😍🥰❤️,pos,"pos,pos"
#teamjonna 💋💋☄,pos,"pos,pos"
Åker väl och badar lite då. ☀️👙❄️,neu,"neu,neu"
@namn aa visst! Skit glad! ❤️,pos,"pos,pos"
#teamjonna😂,pos,"pos,pos"
Jag älskar dig för hela mitt liv du är så himla fin och gullig!! ❤,pos,"pos,pos"
"Har inte hört om vissa av dem månadsstenarna? Enligt vad jag gått efter hela mitt liv och även när jag googlar nu så är stenen för April - Diamant (alt. Bergskristall), Juli - Rubin, Augusti - Peridot, September - Safir. Visste inte det fanns andra månadsstenar? Har du länk till där du går efter? Tycker sånt är kul! 😊",neu,"neu,neu"
Bästa videon 🥰,pos,"pos,pos"
Nya golv på gång 👍 http://t.co/7MqebCbaV1,neu,"neu,neu"
"Milton 3 år: ""Dom har utedass!"" 😂👍",pos,"pos,pos"
Kan du gör en 20 min lång video på fortnite där du kör 2 till tre matcher de hade varit nice 👍🏻,pos,"pos,pos"
Jag tycker Saga är grymt stark och har vågat att prata så öppet om det. All kärlek till henne! PUSS🥰❤❤❤,pos,"pos,pos"
"Placerad bakom mixerbordet, det är varmt 😥 http://t.co/CN9gcX6UIc",neg,"neg,neg"
#teamjonna🌸,pos,"pos,pos"
A sjukhus with a view...🏥#stockholm #ersta #utsikt @ Ersta Sjukhus http://t.co/NKHy6KEbts,neu,"neu,pos,neu"
Så bra ♥️,pos,"pos,pos"
Team jonna❤️ ,pos,"pos,pos"
@namn @namn @namn #KRIMDemokrati #vänsterideal tillbaka till stenåldern 👻,neg,"neu,neg,neg"
Du är så sjukt pinsam i allt du säger. Du har fastat för hårt på anjo. Skapa nytt content o sluta böla. Mitt tips är att du raderar din bajs kanal och skaffar ett jobb❤️,neg,"neg,neg"
@namn @namn Hahaha! Poäng till @namn! 😂😂👍,pos,"pos,pos"
Mulle meck bygger båtar 🚤 har Längtat,neu,"neu,N/A,neu"
RT @namn: Finns inte ens ord för hur mycket jag längtar till 1:a advent. Då börjar äntligen julen 🎅🎄🎁❄️❄️⛄️⛄️,pos,"pos,pos"
hemskt 😥,neg,"neg,neg"
Först!!😁,neu,"neu,neu"
är de non som okså tycker mer om Jonna?😏💗,pos,"pos,pos"
"Kan inte sluta älska denna låt! ❤️ #NowPlaying Tokyo by Night - Axwell
Hook n Sling feat. Karin Park • Tokyo by Nigh… http://t.co/B36Sfys19p",pos,"pos,pos"
Meghan Trainor - All About That Bass.. Underligt skön låt! #musik 👌👍,pos,"pos,pos"
Ni är asssssssssss bra❤️❤️❤️❤️❤️❤️❤️ sluta ALDRIG med det ni gör❤,pos,"pos,pos"
@namn åh!!!! ❤️❤️❤️❤️,pos,"pos,pos"
Therese jag har en video ide med 1950-tals stil! ❤ bra video! :),pos,"pos,pos"
haha huvudet i toan dock 😂😂😂,pos,"pos,pos"
Teamjonna 😂😂💗,pos,"pos,pos"
👍#teamjockiboi,pos,"pos,pos"
RT @namn: @namn Hur kunde du? 😱,neg,"neg,neg"
@namn Redo o redo..såg ut som en tvättsvamp i ansiktet kl.7 när jag vaknade! Nu kaffe på altanen!!! Men ser dej varje halvtimme😊✌️,neu,"pos,neu,neu"
@namn nu är man ju fett taggad på livet liksom🎉 tell us now pls😂,pos,"pos,pos"
Sneakpeak😏 http://t.co/xHU6asgEru å,neu,"pos,neu,neu"
@namn Tusen tack! (Och SÅ sent var det ju inte 😉),pos,"pos,N/A,pos"
Gör ett hjärta eller skriv ok  på den om du vill bli min vänn😀 jag heter förresten Ninjacoo1 på fort nite😀,neu,"neu,neu"
@namn Krya på dig❤️🌟😋,pos,"pos,pos"
Först🙂,neu,"neu,neu"
"Meditation, mindfuelness och vara i naturen varje dag är super för att komma i balans både i huvud och kropp. Kristaller är jättemagiskt,s0 bra,så roligt att du gillar det.🙏❤🩷💕",pos,"pos,pos"
Jag tyckte det blev snyggt faktis👍,pos,"pos,pos"
@namn självförtroendet på topp. Härligt 👍😄 #integooglat,neg,"neg,pos,neg"
#teamjonna ♥,pos,"pos,pos"
"RT @namn: 😊 så roligt, kul med barns förklaringar #concept cartoons  #ntutvecklare http://t.co/TzZMDy78NI",pos,"pos,pos"
Så otroligt fint att ni gör detta.❤️,pos,"pos,pos"
Har släktingar som har fått gå igenom de här💔💔,neg,"neg,neg"
@namn säger inte vem som pusha mig ...😏😎,neu,"neu,neg,neu"
Vore ju bra om jag kommer ihåg att skicka presenterna som jag köpte till mina små bus. Innan de växt ur dom. 😝,neu,"N/A,neu,neu"
Team jokiboi🙌,pos,"pos,pos"
@namn finns inte ngn hockey att se i Tornedalen 😊,neg,"neg,neg"
Älskart❤😍,pos,"pos,pos"
Du är bäst 😎,pos,"pos,pos"
@namn det gäller att vara beredd om drömprinsen dyker upp vet du! 😜,pos,"pos,pos"
Mår inte prima ballerina direkt😷,neg,"neg,neg"
Varför vaknar jag alltid innan min klocka ringer?!? 😩,neg,"neg,neg"
"Tack för igår @namn,du är alltid lika trevlig och fin☺️❤️❤️ http://t.co/4MEKPtvaLk",pos,"pos,pos"
Hade varit så kul att se en video där du sminkar dig till en avatar 🤩,pos,"pos,pos"
@namn har du lust att följa mig????🙈🙈🙈🙊🙉,neu,"neu,neu"
Varför dopade jock huvet i tovaleten🤢,neg,"neg,neg"
Lokal du utnyttjar bara dina gäster för att de ska ge dig information som du ska åka räkmacka på. Du är så jävla desperat & ljuger om massa saker. Jag har bestämt mig! Andra borde göra som mig och avfölja dig! Inte värd nåns tid... Man blir bara illamående 🤢,neg,"neg,neg"
Du är bäst Jag älskar dig Tumo sluta aldrig med det du gör❤❤❤,pos,"pos,pos"
@namn men wtff det är ju knappt kunskap då? 😦 enda skillnaden är att vi har fått ett till kp i matte annars är schemat som vanligt,neg,"neg,neg"
Snälla sluta försöka sätta ditt Anjo hans videos är 100x bättre än dig att varna folk för en person som kan sätta en själv i ekonomisk knipa är inte att hänga ut hon har hängt ut sig själv sluta rövslicka henne så jävlas mycket man märker ju att du har slut på intressant kontent🤥🤥🤥,neg,"neg,neg"
För inte ens hundra år sedan skedde detta och mycket mer och fortfarande finns det människor som visar en sida hos människan som inte är ”friskt” och de sjukaste är att yngre hjärntvättas av propaganda som underförstått uppmuntrar just rasism och nazism så mycket cred att ni gör denna video och till en seriös video👍,neu,"neu,neu"
Så roligt o ha nått o titta på när man äter frukost  😉,pos,"pos,pos"
"Jag undrar om du skulle kunna göra en till video om ""The dark side of tiktok""? Den videon är så bra och intressant. Skulle älska om du gjorde en sådan video till! P.S älskar dig❤❤❤",pos,"pos,pos"
Vad snygg och fin du är Therese🥰❤️,pos,"pos,pos"
DU ÄR BÄST!!!!😍🥰,pos,"pos,pos"
@namn Hur kunde du? 😱,neg,"neg,neg"
"Vilken fantastisk avslutning det vart på denna jobbhelgen. 🌷 Jag och min son på 5 år älskar att kolla på era vloggar, så en bättra nattning kunde det inte bli. 🙂❤️",pos,"pos,pos"
Kan du snälla göra fler såna videos 💕💕💕,pos,"pos,pos"
"RT @namn: När Alliansregeringens förtroendesiffror var ""låga"" var de ca 37-40%. 
S/MP regeringen ligger nu på 23%. 🙈",neu,"neu,neu"
"Team Jonna
❤️❤️",pos,"pos,pos"
En överlycklig son ❤️❤️❤️ http://t.co/SKUGLovHhb,pos,"pos,pos"
Du är bäst! Vart är din skjorta ifrån?? Så snygg 😍😍😍,pos,"pos,pos"
Satt nyss och funderade när du skulle släppa en ny video😂❤️älskar dig❤️,pos,"pos,pos"
Hej Tomu du är bääääääääääst av hela youtube och jag älskar dina videos! ❤❤❤❤❤,pos,"pos,pos"
team jonna 😀,pos,"pos,pos"
@namn men hallå ni hade ju varsin ett tag där👋😂,neu,"pos,N/A,neu,neu"
Team Jonna !😃😆,pos,"pos,pos"
Asså Stefan🔫,neg,"N/A,neg,neg"
Kan du inte göra en video när du lever som på 1700 talet i 24h!Det hade varit sååå kul❤,pos,"pos,pos"
För att bevisa att det är konspirationsteorier måste man ha fast mördaren och det har man inte och därmed är det inga konspirationsteorier 😀,neu,"neu,neu"
Team Jonna😂❤️😂😂❤️😂,pos,"pos,pos"
Mer😂❤,pos,"pos,pos"
TeamJonna#Lundell💝💘,pos,"pos,pos"
@namn tipset är att säga upp medlemsskapet? 😄,neu,"neu,neu"
"Jättebra video. Gråter alltid när jag hör saker eller tittar på saker om förintelsen osv, så hemskt ❤️❤️",pos,"pos,pos"
Hahahhaha vilken rolig video. Skrattar ihjäl mig 😂😂😂,pos,"pos,pos"
@namn Härligt! Vi gillar det! 👍,pos,"pos,pos"
@namn kul å se dig idag!😘,pos,"pos,pos"
Kan du göra en video där du gör något juligt i 24 timmar. Det är okej om du vill dekorera ett pepparkakshus igen ❤️,neu,"pos,neu,neu"
Såklart Tessan❤❤😂,pos,"pos,pos"
Slut som artist😰😴,neg,"neg,neg"
De är ju jätte fint  men de gör ont😊😷👍,neu,"neu,neu"
Så fina bilder! Fantastiskt 😍,pos,"pos,pos"
RT @namn: @namn för jag får så mycket kärlek ❤️❤️❤️,pos,"pos,pos"
"Jag är i nästan samma situation 
Hur ska jag nu kunna lita på att socialtjänsten skulle kunna skydda mig 😞",neg,"neg,neg"
"Jonna har så många ursäkter 🤣🤣Den bästa ""men vi vill faktiskt ha organiserat"" 😅😅😅",pos,"pos,pos"
Godnatt ppl 😽💕😊🎶,pos,"pos,pos"
#teamjockiboi👊,pos,"pos,neu,pos"
Du tyckte att håret var sjukt snyggt men du vill inte gå ut på stan me han😂😂😂😂,pos,"pos,pos"
"Hon var en vacker ung kvinna som bara ville vara fri, men inte ens hennes egen familj tillät henne att vara det 😔",neg,"neg,neg"
Ju mer förvaring man har- ju mer ökar konsumtionen! Minska på förvaringen istället så kommer det bli mindre konsumtion och mindre stökigt 🫶🤩,neu,"neu,neu"
"Ikväll är det inget undantag, denna gång med fina @namn som sällskap, eft glad vin och våra fjantiga bloggar 💃",pos,"pos,pos"
@namn  Taskigt läge.. Du klarar det 😎,neu,"neu,pos,neu"
Det blev fantastiskt bra! 😍,pos,"pos,pos"
"RT @namn: Fatta att ha Reinis som typ morbror eller något, han verkar så snäll och mysig haha ❤️",pos,"pos,pos"
Nu när den enda vettiga deltagaren åkt ut kan man ju lika gärna sluta kolla 👎 #ParadiseHotelse,neg,"neg,neg"
"@namn ""ärtor"" 😋 älskar dem",pos,"pos,pos"
Du är min förebild!❤️❤️🫶,pos,"pos,pos"
@namn Haha sant! Så långt tänkte inte jag 🙈,neu,"pos,neu,neu"
@namn Hemtenta dessvärre 😭😭😭 Deadline söndag no less 😭😭😭,neg,"neg,neg"
Roligaste videon ni har gjort😃,pos,"pos,pos"
RT @namn: @namn eftersom vi fyller år samma dag o jag är rätt tung så kan du väl följa mig? 😏😘,pos,"pos,pos"
@namn cred to Filippa Åstrand 😘,pos,"pos,pos"
Bästa niii!!🙌,pos,"pos,pos"
Vila i frid Klas Ingesson. För evigt ihågkommen. 😥,neg,"pos,neg,neg"
Hej jag fyller år på samma dag som Emil 😂 fast 17 år senare,neu,"neu,neu"
1700-tals bröllop 👌,pos,"pos,pos"
Snusar Rasmus 🤢🤮🤮🤮,neg,"neg,neg"
"Har fixat sån spray till mina skor 👌
Behöver aldrig mer göra rent dem 😀",pos,"pos,pos"
SNÄLLA gör en med 80-talet!! Med aerobics-kläder!! 😍,pos,"pos,pos"
@namn @namn  Såklart du gjorde 😊😉,neu,"pos,neu,neu"
@namn kolla med @namn på Tekniska museerna om deras barnundersökning. (Kanske tajt m tid 😄) lycka till idag!,pos,"pos,neu,pos"
"""har du julgransfot?ja🙄....hur fan kommer du i byxorna då.""..🙈",neu,"pos,neu,neu"
Fan vad snygg hon var 😭😭😭😭😭😭😭,pos,"N/A,neu,pos,pos"
Du är så fin🥰🥰🥰,pos,"pos,pos"
"Ny är bäst, ni gör verkligen min dag all kärlek till er❤️❤️❤️",pos,"pos,pos"
Hur går det med lyxfällan Anjo 😂,pos,"pos,pos"
"RT @namn: Lycka till ny killar! Ni kommer äga hela Örebro, tror på er ❤️ @namn @namn @namn @namn @namn…",pos,"pos,pos"
RT @namn: @namn att jag beställde resa till min syster i GBG 💖 Ditt bästa?,pos,"pos,pos"
@namn borde tagit sabbatsår 😒,neg,"neg,neg"
@namn Det är klart du gör ❤ Skrik på 😊,pos,"pos,pos"
RT @namn: @namn tack! Ska tipsa 👍,pos,"pos,pos"
Team jockiboi 😀,pos,"pos,pos"
Omg såg en riktig hiphopare ❤️❤️❤️ Hen hade hela outfit:en . Saknar dom dagarna,pos,"pos,pos"
"@namn 💕✨💖 vilka fina bilder! Tack😊❤️ jag vill posta en av bilderna, får jag? Och vad ska jag skriva på fotocred? xoxo",pos,"pos,pos"
Detta är allmänbilldning KIDS 😊 u should learn about this!,pos,"pos,pos"
Dehär e så gott. #Thai💕 http://t.co/GXEVooSvdq,pos,"pos,pos"
@namn Ser bra ut 👍,pos,"pos,pos"
Jag gillade ett videoklipp på @namn http://t.co/WNZEBw9cDC ♥Lisa testar att göra varm chocklad♥,pos,"pos,pos"
"@namn Absolut, bara att skicka hit den! 😄",pos,"pos,pos"
RT @namn: @namn yoyoyo tack för idag de var grymt kul längtar tills din själv biografi kommer ut😂,pos,"pos,pos"
Chanel var ju GJORD för det här 😂 hon ba ”japp det var det här livet jag var menat att leva” 😂❤️❤️🥰,pos,"pos,pos"
Må han vila i frid. 😢,neg,"neg,neg"
Riktig legend RIP John Hron🙏🏼                                     Fyfan äckliga nynazister🥴🤦,neg,"neg,neg"
Tänk thanos med floss 😆,pos,"pos,neu,pos"
"Flytten klar, check, belönar mig själv med en pasta salmone på bästa placet på söder 😄 #RMA #godmat… http://t.co/OeU3A9HqIn",pos,"pos,pos"
"""Hade så kul på #stupidviking"" 😂😂😂 http://t.co/OB8iYld9QI",pos,"pos,pos"
Sjuk redigering 🙀och så fruktansvärt,neg,"neg,neg"
"Alltså aj, Giggos huvud 😂 så roligt med hans ordval med 😂🙈 
Det ser ut som att du Jocke börjar må bättre 😊😊",pos,"pos,neu,pos"
Mysig vlogg som det alltid är😻,pos,"pos,pos"
Hvil i fred vakre og sterke Fadime ❤️,pos,"pos,pos"
Bäst  tomu❤️,pos,"pos,pos"
@namn haha nää ellerhur mam blir så trött.... 😄,neu,"pos,neu,neu"
"Hoppas på att du gör en ny plugg live snart, älskar att plugga med det ❤",pos,"pos,pos"
Team Jonna ❤️,pos,"N/A,pos,pos"
#Teamjonna❤️,pos,"pos,pos"
Jag tycker att det är snyggt💆💇,pos,"pos,pos"
Jag tycker faktiskt att det blev snyggt😂,pos,"pos,pos"
Det kanske är farligare med paintball pranket än detta jocke😂,pos,"pos,pos"
"""Gör det lagligt att bruka narkotika så kommer fler söka hjälp ur missbruket."" Hur tänkte du nu Sjöstedt??? 😱 #dinrost #dinröst #svepol",neg,"neg,neg"
Senkurs #specialistgruppen mkt bra start och intressant. Nu praktiskt👍 @namn @namn http://t.co/JdhLYznVAE,pos,"pos,pos"
En prins som prompt skulle ha sin Bajen halsduk till skolan imorse ❤️#bajen http://t.co/s8KbAxe5Ws,pos,"pos,pos"
Tack för ett bra program kom ihåg att prenumerera och tumma upp så kommer det mera 😃😃😃😃,pos,"pos,pos"
Förövrigt! Snart är det första november. Vill ba varna folk för mitt beteende den dagen i förväg.  💛❤️💙,neu,"neu,neu"
Finns ingen bättre känsla än när man ser att Therese lagt upp en ny video❤️,pos,"pos,pos"
Summering av #elitettan 2015. Lyssnarrekord igen?! 😅 http://t.co/xdbHWDKbQS eller via iTunes: https://t.co/fwuXL4nljf,neu,"neu,neu"
Sann vän som simmar tillbaka för att rädda sin kompis!😭 R.I.P John Hron | Jävla nynazister,neg,"neg,neg"
Älskar era videos ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,pos,"pos,pos"
